_id,Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor
673cb4979cca20c8716858b2,2016,71000,40.9,Loja,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,
673cb4979cca20c8716858b3,2016,98000,23.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,
673cb4979cca20c8716858b4,2022,39000,37.9,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,
673cb4979cca20c8716858b5,2008,224000,10.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,
673cb4979cca20c8716858b6,2013,151000,26.5,Riobamba,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,
673cb4979cca20c8716858b7,2019,76158,14.9,Quito,Negociable,USED,DongFeng,Crossover,AX7,,,,,,,,,,,,,,
673cb4979cca20c8716858b8,2020,32000,17.9,Quito,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,
673cb4979cca20c8716858b9,2017,218000,22,Guayaquil,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,
673cb4979cca20c8716858ba,2018,22000,25.9,Quito,Negociable,USED,Ford,Todoterreno,Escape S Plus,,,,,,,,,,,,,,
673cb4979cca20c8716858bb,2019,50214,13.5,Quito,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,
673cb4979cca20c8716858bc,2012,293930,18.5,Quito,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,
673cb4979cca20c8716858bd,2017,125178,19.8,Quito,Negociable,USED,JAC,Van Pasajeros,HFC6591KH,,,,,,,,,,,,,,
673cb4979cca20c8716858be,2021,35000,16.9,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,
673cb4979cca20c8716858bf,2014,118000,14.8,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 5P 4X4,,,,,,,,,,,,,,
673cb4979cca20c8716858c0,2018,45600,34.6,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,
673cb4979cca20c8716858c1,2020,61000,18.6,Quito,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,
673cb4979cca20c8716858c2,1986,230875,7.9,Quito,Fijo,USED,Mercedes Benz,Sedán,E 190,,,,,,,,,,,,,,
673cb4979cca20c8716858c3,2019,28000,28,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,
673cb4979cca20c8716858c4,2019,32000,16.7,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,
673cb4979cca20c8716858c5,2018,50000,29.4,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,
673cb4979cca20c8716858c6,2020,98000,12.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,
673cb4979cca20c8716858c7,2019,48000,52.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C200 AMG,,,,,,,,,,,,,,
673cb4979cca20c8716858c8,2013,128748,18.9,Quito,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,
673cb4979cca20c8716858c9,2013,80000,18.9,Quito,Negociable,USED,Ford,Sedán,Edge,,,,,,,,,,,,,,
673cb4979cca20c8716858ca,2019,27000,8.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,
673cb4979cca20c8716858cb,2019,27000,8.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,
673cb4979cca20c8716858cc,2019,27000,8.9,Quito,Negociable,USED,Chery,Hatchback (5 Puertas),Q5,,,,,,,,,,,,,,
673cb4979cca20c8716858cd,1990,100000,10,Quito,Negociable,USED,Suzuki,Otro,Forsa,,,,,,,,,,,,,,
673cb4979cca20c8716858ce,1979,300,11.9,Quito,Negociable,USED,Volkswagen,Hatchback (3 Puertas),Scirocco,,,,,,,,,,,,,,
673cb4979cca20c8716858cf,2007,300,35,Quito,Negociable,USED,Peugeot,Hatchback (3 Puertas),206,,,,,,,,,,,,,,
673cb4979cca20c8716858d0,2022,9400,16.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),JOY,,,,,,,,,,,,,,
673cb4979cca20c8716858d1,2005,100000,6.4,Quito,Negociable,USED,Peugeot,Hatchback (5 Puertas),206,,,,,,,,,,,,,,
673cb4979cca20c8716858d2,2016,9000,145,Quito,Negociable,USED,Chevrolet,Coupé,Corvetee Z06,,,,,,,,,,,,,,
673cb4979cca20c8716858d3,2016,117000,47.9,Quito,Negociable,USED,BMW,Coupé,428i,,,,,,,,,,,,,,
673cb4979cca20c8716858d4,1987,100000,27,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson,#1721128,28000 Kms,Eléctricos,Automática,Gasolina,,,,,,,,,
673cb4979cca20c8716858d5,1987,100000,27,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,
673cb4979cca20c8716858d6,2008,46000,64,Quito,Negociable,USED,BMW,Coupé,M3,,,,,,,,,,,,,,
673cb4979cca20c8716858d7,2008,80000,75,Quito,Negociable,USED,BMW,Sedán,M5,,,,,,,,,,,,,,
673cb4979cca20c8716858d8,2018,0,36.5,Quito,Negociable,USED,Can-Am,Buggy,Maverick X3,,,,,,,,,,,,,,
673cb4979cca20c8716858d9,2019,15000,123,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne,,,,,,,,,,,,,,
673cb4979cca20c8716858da,2023,70,25.49,Quito,Negociable,USED,Jetour,Coupé,X70,,,,,,,,,,,,,,
673cb4979cca20c8716858db,2023,0,25.49,Quito,Fijo,NEW,Jetour,Crossover,X70 II MT 1.5T,,,,,,,,,,,,,,
673cb4979cca20c8716858dc,2009,296000,17.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX TM 3.0 4X4 DIESEL CD,,,,,,,,,,,,,,
673cb4979cca20c8716858dd,2013,154000,16.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,
673cb4979cca20c8716858de,2013,173000,18.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX TM 3.0 4X4 DIESEL CD,,,,,,,,,,,,,,
673cb4979cca20c8716858df,2018,102146,16.9,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,
673cb4979cca20c8716858e0,2014,104703,21.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,
673cb4979cca20c8716858e1,2022,1527,139.9,Cuenca,Negociable,USED,Jeep,Camioneta Cabina Simple,Gladiator,,,,,,,,,,,,,,
673cb4979cca20c8716858e2,2019,50833,44.9,Cuenca,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,
673cb4979cca20c8716858e3,2018,117311,11.5,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,
673cb4979cca20c8716858e4,2019,36000,13.9,Quito,Negociable,USED,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,
673cb4979cca20c8716858e5,2014,210870,11.9,Quito,Fijo,USED,Fiat,Camioneta Cabina y Media,Strada,,,,,,,,,,,,,,
673cb4979cca20c8716858e6,2018,60703,59.99,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLA 250 AMG,,,,,,,,,,,,,,
673cb4979cca20c8716858e7,2015,235621,10.9,Quito,Fijo,USED,Chevrolet,Van Pasajeros,N300,,,,,,,,,,,,,,
673cb4979cca20c8716858e8,2002,183290,9.9,Quito,Fijo,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,
673cb4979cca20c8716858e9,2012,170000,9.9,Quito,Fijo,USED,Chevrolet,Sedán,Aveo Emotion,,,,,,,,,,,,,,
673cb4979cca20c8716858ea,2006,242000,19.6,Quito,Negociable,USED,Land Rover,Todoterreno,Discovery,,,,,,,,,,,,,,
673cb4979cca20c8716858eb,2006,242000,19.6,Quito,Negociable,USED,Land Rover,Todoterreno,Discovery II,,,,,,,,,,,,,,
673cb4979cca20c8716858ec,2019,59000,14.9,Quito,Negociable,USED,Chery,Crossover,Tiggo 2,,,,,,,,,,,,,,
673cb4979cca20c8716858ed,2019,59000,14.9,Quito,Negociable,USED,Chery,Todoterreno,Tiggo,,,,,,,,,,,,,,
673cb4979cca20c8716858ee,2008,40000,12.6,Quito,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,
673cb4979cca20c8716858ef,2008,40000,12.9,Quito,Negociable,USED,Nissan,Sedán,Sentra,,,,,,,,,,,,,,
673cb4979cca20c8716858f0,2019,62000,13.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,
673cb4979cca20c8716858f1,2018,127000,10.6,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Aveo,,,,,,,,,,,,,,
673cb4979cca20c8716858f2,2018,126000,10.6,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Aveo,,,,,,,,,,,,,,
673cb4979cca20c8716858f3,2014,96000,10.9,Quito,Negociable,USED,Skoda,Hatchback (5 Puertas),Fabia A5,,,,,,,,,,,,,,
673cb4979cca20c8716858f4,2018,115000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,
673cb4979cca20c8716858f5,2011,136000,11.9,Quito,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,
673cb4979cca20c8716858f6,2010,166000,42.6,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner,,,,,,,,,,,,,,
673cb4979cca20c8716858f7,2018,60000,14.6,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLA 250 AMG,#1724735,60703 Kms,Eléctricos,Automática,Gasolina,Climatizador Bi-Zona,4 x 4,Blanco,5,Electrónica,2000,Cuero,Pichincha,
673cb4979cca20c8716858f8,2017,90000,16.4,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,
673cb4979cca20c8716858f9,2019,73000,29.9,Quito,Negociable,USED,Peugeot,Todoterreno,3008 Allure,,,,,,,,,,,,,,
673cb4979cca20c8716858fa,2019,59000,14.9,Quito,Negociable,USED,Chery,Hatchback (5 Puertas),Tiggo 3,,,,,,,,,,,,,,
673cb4979cca20c8716858fb,2008,40000,12.6,Quito,Negociable,USED,Nissan,Sedán,Almera,,,,,,,,,,,,,,
673cb4979cca20c8716858fc,2018,60000,14.6,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,
673cb4979cca20c8716858fd,2023,0,31.99,Quito,Fijo,NEW,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,
673cb4979cca20c8716858fe,2023,0,13.99,Quito,Fijo,NEW,Jetour,Van,Karry,,,,,,,,,,,,,,
673cb4979cca20c8716858ff,2023,0,36.49,Quito,Fijo,NEW,JAC,Camioneta Doble Cabina,T8 PRO,,,,,,,,,,,,,,
673cb4979cca20c871685900,2021,40000,15.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,
673cb4979cca20c871685901,2021,40000,15.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero Dynamic,,,,,,,,,,,,,,
673cb4979cca20c871685902,2021,40000,15.9,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero Stepway,,,,,,,,,,,,,,
673cb4979cca20c871685903,2021,15000,22.9,Quito,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,
673cb4979cca20c871685904,2021,15000,22.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,
673cb4979cca20c871685905,2017,93000,26.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok,,,,,,,,,,,,,,
673cb4979cca20c871685906,2021,46000,21.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,
673cb4979cca20c871685907,2019,62000,13.4,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,
673cb4979cca20c871685908,2019,73000,29.9,Quito,Negociable,USED,Peugeot,Todoterreno,3008,,,,,,,,,,,,,,
673cb4979cca20c871685909,2018,70000,33.8,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,
673cb4979cca20c87168590a,2016,87000,15.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,
673cb4979cca20c87168590b,2018,51000,30.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,
673cb4979cca20c87168590c,2020,35000,22.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,
673cb4979cca20c87168590d,2020,35000,22.9,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,
673cb4979cca20c87168590e,2018,170000,10.4,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,
673cb4979cca20c87168590f,2019,22000,84.9,Quito,Negociable,USED,Mercedes Benz,Sedán,E350,,,,,,,,,,,,,,
673cb4979cca20c871685910,2018,61000,19.9,Quito,Negociable,USED,Nissan,Todoterreno,Kicks,,,,,,,,,,,,,,
673cb4979cca20c871685911,2021,23000,24.9,Quito,Negociable,USED,Toyota,Sedán,COROLLA HV SEG AC,,,,,,,,,,,,,,
673cb4979cca20c871685912,2014,66000,19.9,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,
673cb4979cca20c871685913,2014,66000,19.9,Quito,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,
673cb4979cca20c871685914,2013,115873,24.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,
673cb4979cca20c871685915,2013,115873,24.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,
673cb4979cca20c871685916,2013,115873,24.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,
673cb4979cca20c871685917,2019,99000,18.9,Quito,Negociable,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,
673cb4979cca20c871685918,2018,59000,18.4,Quito,Negociable,USED,Suzuki,Todoterreno,S-Cross,,,,,,,,,,,,,,
673cb4979cca20c871685919,2015,100000,31.9,Quito,Negociable,USED,Honda,Todoterreno,Pilot,,,,,,,,,,,,,,
673cb4979cca20c87168591a,2019,64000,10.4,Quito,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,#1724736,70000 Kms,Eléctricos,Manual,Diesel,Aire Acondicionado,4 x 4,Blanco,0,Hidráulica,2500,Tela,Pichincha,
673cb4979cca20c87168591b,2019,83000,28.4,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,
673cb4979cca20c87168591c,2019,83000,28.4,Quito,Negociable,USED,Mazda,Todoterreno,CX-5 Full,,,,,,,,,,,,,,
673cb4979cca20c87168591d,2020,58000,18.6,Quito,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,
673cb4979cca20c87168591e,1999,32407,24.5,Quito,Negociable,USED,Pontiac,Convertible,Firebird,,,,,,,,,,,,,,
673cb4979cca20c87168591f,2018,49000,17.9,Quito,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,
673cb4979cca20c871685920,2018,49000,17.9,Quito,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,
673cb4979cca20c871685921,2022,40000,37.9,Quito,Negociable,USED,Toyota,Todoterreno,NEW RAV 4,,,,,,,,,,,,,,
673cb4979cca20c871685922,2018,35000,16.9,Quito,Negociable,USED,Fiat,Coupé,500 LOUNGE,,,,,,,,,,,,,,
673cb4979cca20c871685923,2021,22000,24.6,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,
673cb4979cca20c871685924,2009,111045,21.6,Quito,Negociable,USED,Lexus,Sedán,GS450H,,,,,,,,,,,,,,
673cb4979cca20c871685925,2013,128748,21.4,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,
673cb4979cca20c871685926,2015,120701,17.9,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,
673cb4979cca20c871685927,2023,567,27.9,Quito,Negociable,USED,Toyota,Todoterreno,Rush,,,,,,,,,,,,,,
673cb4979cca20c871685928,2018,130000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo,,,,,,,,,,,,,,
673cb4979cca20c871685929,2018,130000,10.6,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,
673cb4979cca20c87168592a,2019,64000,10.4,Quito,Negociable,USED,Chevrolet,Van de Carga,N300,,,,,,,,,,,,,,
673cb4979cca20c87168592b,2015,54000,35.4,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 4X4,,,,,,,,,,,,,,
673cb4979cca20c87168592c,2015,54000,35.4,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 CS 4x4,,,,,,,,,,,,,,
673cb4979cca20c87168592d,2020,41000,32.6,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,
673cb4979cca20c87168592e,2015,54000,35.4,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,
673cb4979cca20c87168592f,2017,65000,17.9,Quito,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,
673cb4979cca20c871685930,2017,65000,17.9,Quito,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,
673cb4979cca20c871685931,2015,73000,39.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Laredo,,,,,,,,,,,,,,
673cb4979cca20c871685932,2015,73000,39.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee,,,,,,,,,,,,,,
673cb4979cca20c871685933,2013,175173,13.5,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,
673cb4979cca20c871685934,2021,26200,15.9,Quito,Negociable,USED,Chevrolet,Sedán,ONIX,,,,,,,,,,,,,,
673cb4979cca20c871685935,2022,29000,16.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,
673cb4979cca20c871685936,2019,120000,16.9,Quito,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,
673cb4979cca20c871685937,2023,13000,17.8,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,
673cb4979cca20c871685938,2019,64000,10.4,Quito,Negociable,USED,Faw,Camioneta Cabina Simple,T80,,,,,,,,,,,,,,
673cb4979cca20c871685939,2010,133000,13.9,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,
673cb4979cca20c87168593a,2019,79000,26.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,
673cb4979cca20c87168593b,2019,79000,26.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage GT,,,,,,,,,,,,,,
673cb4979cca20c87168593c,2018,93000,20.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,
673cb4979cca20c87168593d,2018,93000,20.9,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F150 CS 4x4,#1669717,54000 Kms,Eléctricos delanteros,Automática,Gasolina,Aire Acondicionado,4 x 4,Verde,5,Electrónica,3500,Cuero,Pichincha,3.5L DOHC V6
673cb4979cca20c87168593e,2014,74000,11.4,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,
673cb4979cca20c87168593f,2018,38000,28.4,Quito,Negociable,USED,Jeep,Todoterreno,Compass Sport,,,,,,,,,,,,,,
673cb4979cca20c871685940,2018,46000,30.9,Quito,Negociable,USED,Mazda,SUV,CX-5,,,,,,,,,,,,,,
673cb4979cca20c871685941,2018,38000,28.9,Quito,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,
673cb4979cca20c871685942,2018,46000,30.9,Quito,Negociable,USED,Mazda,SUV,CX-5 Active,,,,,,,,,,,,,,
673cb4979cca20c871685943,2015,35,28.9,Quito,Negociable,USED,Dodge,Todoterreno,Journey,,,,,,,,,,,,,,
673cb4979cca20c871685944,2020,17000,24.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,
673cb4979cca20c871685945,2020,17000,24.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T8 PRO,,,,,,,,,,,,,,
673cb4979cca20c871685946,2022,27000,23.9,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,
673cb4979cca20c871685947,2022,15000,25.6,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,RICH,,,,,,,,,,,,,,
673cb4979cca20c871685948,2016,5000,5.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,
673cb4979cca20c871685949,2016,5000,5.9,Quito,Negociable,USED,Chevrolet,Hatchback (3 Puertas),Spark,,,,,,,,,,,,,,
673cb4979cca20c87168594a,2022,11000,16.9,Quito,Negociable,USED,Fiat,Camioneta Cabina Simple,Fiorino,,,,,,,,,,,,,,
673cb4979cca20c87168594b,2022,11000,16.9,Quito,Negociable,USED,Volkswagen,Camioneta Cabina Simple,Saveiro,,,,,,,,,,,,,,
673cb4979cca20c87168594c,2022,15000,24.6,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,NEW RICH 6 4X2 DIESEL,,,,,,,,,,,,,,
673cb4979cca20c87168594d,2018,46000,30.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-5 Full,,,,,,,,,,,,,,
673cb4979cca20c87168594e,2017,61000,44.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,
673cb4979cca20c87168594f,2017,61000,44.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,
673cb4979cca20c871685950,2015,71000,15.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata,,,,,,,,,,,,,,
673cb4979cca20c871685951,2019,64000,12.6,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,
673cb4979cca20c871685952,2019,64000,12.6,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,
673cb4979cca20c871685953,2015,62000,8.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,
673cb4979cca20c871685954,2015,67000,18.4,Quito,Negociable,USED,Skoda,Sedán,Octavia A7,,,,,,,,,,,,,,
673cb4979cca20c871685955,2015,62000,8.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,
673cb4979cca20c871685956,2022,9000,76.9,Quito,Fijo,USED,BMW,Todoterreno,X3 Xdrive 35i,,,,,,,,,,,,,,
673cb4979cca20c871685957,2015,67000,18.4,Quito,Negociable,USED,Skoda,Sedán,Octavia,,,,,,,,,,,,,,
673cb4979cca20c871685958,2022,9000,76.9,Quito,Negociable,USED,BMW,Todoterreno,X3 Xdrive 28i,,,,,,,,,,,,,,
673cb4979cca20c871685959,2022,9000,76.9,Quito,Negociable,USED,BMW,Todoterreno,X3 3.0SI,,,,,,,,,,,,,,
673cb4979cca20c87168595a,2022,9000,76.9,Quito,Negociable,USED,BMW,Todoterreno,X3,,,,,,,,,,,,,,
673cb4979cca20c87168595b,2016,100000,16.4,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Full,,,,,,,,,,,,,,
673cb4979cca20c87168595c,2016,100000,16.4,Quito,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,
673cb4979cca20c87168595d,2019,88514,38.9,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,
673cb4979cca20c87168595e,2018,54000,38.9,Quito,Negociable,USED,BMW,Todoterreno,X1,,,,,,,,,,,,,,
673cb4979cca20c87168595f,2018,74000,18.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ Next Sport 2.4,,,,,,,,,,,,,,
673cb4979cca20c871685960,2018,74000,18.9,Quito,Negociable,USED,Ford,Todoterreno,Explorer,#1723340,61000 Kms,Eléctricos,Automática,Gasolina,Aire Acondicionado,4 x 4,Plata,9,Asistida,3500,Otro,Pichincha,
673cb4979cca20c871685961,2018,74000,18.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,
673cb4979cca20c871685962,2013,85000,33.9,Quito,Negociable,USED,Dodge,Todoterreno,Durango,,,,,,,,,,,,,,
673cb4979cca20c871685963,2021,45000,22.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,
673cb4979cca20c871685964,2017,44000,26.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok,,,,,,,,,,,,,,
673cb4979cca20c871685965,2015,82000,25.9,Quito,Negociable,USED,Audi,Todoterreno,Q3,,,,,,,,,,,,,,
673cb4979cca20c871685966,2018,34000,29.4,Quito,Negociable,USED,Audi,Sedán,A3,,,,,,,,,,,,,,
673cb4979cca20c871685967,2018,34000,29.4,Quito,Negociable,USED,Audi,Hatchback (5 Puertas),A3,,,,,,,,,,,,,,
673cb4979cca20c871685968,2015,82000,25.6,Quito,Negociable,USED,Audi,Todoterreno,Q3 SPORTBACK,,,,,,,,,,,,,,
673cb4979cca20c871685969,2021,45000,22.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,
673cb4979cca20c87168596a,2017,44000,26.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TSI,,,,,,,,,,,,,,
673cb4979cca20c87168596b,2019,106000,15.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,
673cb4979cca20c87168596c,2021,11000,79.9,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLC 200,,,,,,,,,,,,,,
673cb4979cca20c87168596d,2019,106000,15.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),SAIL LTZ,,,,,,,,,,,,,,
673cb4979cca20c87168596e,2016,5000,5.9,Quito,Negociable,USED,Dayang,Hatchback (3 Puertas),Chok,,,,,,,,,,,,,,
673cb4979cca20c87168596f,2022,15000,24.6,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,
673cb4979cca20c871685970,2022,27000,23.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,
673cb4979cca20c871685971,2022,27000,23.9,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,
673cb4979cca20c871685972,2022,11000,16.9,Quito,Negociable,USED,Ram,Camioneta Cabina Simple,RAM 700 SLT,,,,,,,,,,,,,,
673cb4979cca20c871685973,2010,165000,9.4,Quito,Negociable,USED,Hyundai,Hatchback (5 Puertas),Getz,,,,,,,,,,,,,,
